Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Nombre_Album,Año_Lanzamiento_Album,Artista_Principal_Album,Biografia_Resumen_x,Playcount_LastFM_x,Listeners_LastFM_x,Biografia_Resumen_y,Playcount_LastFM_y,Listeners_LastFM_y
Los Punsetes,Latin (Origen: spanish pop),Canción,Tu Puto Grupo,2024,2Jilw03fQizCqVvqITIBnl,0E6yLyVWpKWjlIdOtxrMrj,Tu Puto Grupo,2024,Los Punsetes,"Los Punsetes are a quintet formed in Madrid, Spain in 2004.  After releasing a couple of demos (2004 and CD 2006), an official first 4 track single, 7 Pulgadas (2007), was published by (WA)TT records.

Their first full length was released LP with Gramaciones Grabofónicas in 2008, which included the lead single 'Dos Policías'. LP2 was launched in 2010 with the single 'Tus Amigos'. 'Una montaña es una montaña', their third LP was produced by Pablo Díaz-Reixa <a href=""https://www.last.fm/music/Los+Punsetes"">Read more on Last.fm</a>",2311717,68868,"Los Punsetes are a quintet formed in Madrid, Spain in 2004.  After releasing a couple of demos (2004 and CD 2006), an official first 4 track single, 7 Pulgadas (2007), was published by (WA)TT records.

Their first full length was released LP with Gramaciones Grabofónicas in 2008, which included the lead single 'Dos Policías'. LP2 was launched in 2010 with the single 'Tus Amigos'. 'Una montaña es una montaña', their third LP was produced by Pablo Díaz-Reixa <a href=""https://www.last.fm/music/Los+Punsetes"">Read more on Last.fm</a>",2314060,68932
EMEKA,Latin (Origen: spanish pop),Canción,Por Qué No?,2024,46ddhndx7QCJni93c6oYZN,30BOofDPCVpoM6hUJssXw1,Llenito de Vacío,2024,EMEKA," <a href=""https://www.last.fm/music/Emeka"">Read more on Last.fm</a>",23171,2308," <a href=""https://www.last.fm/music/Emeka"">Read more on Last.fm</a>",23244,2314
Abraham Garrido,Latin (Origen: spanish pop),Canción,YO ME CRIE CON DELINCUENTES,2024,0G8BJuoKdfGscO0cMS1mTb,4zedt20Fyjo1qmE540qnrV,YO ME CRIE CON DELINCUENTES,2024,Abraham Garrido," <a href=""https://www.last.fm/music/Abraham+Garrido"">Read more on Last.fm</a>",2492,677," <a href=""https://www.last.fm/music/Abraham+Garrido"">Read more on Last.fm</a>",2504,680
Chick Flick,Latin (Origen: spanish pop),Canción,Spanish Spring,2024,6K2T5y2q8lp5SETtFjcgEK,5NVSApEBIMcL5Gxa1dIv7l,Tu Madre,2024,Chick Flick,"""CHICK FLICK"" – это музыкальная группа, живые выступления которой можно увидеть в самых популярных заведениях города, а также на модных закрытых тусовках. Исполняемая группой музыка варьируется от дискотечного танцевального драйва до мягкого лаунжа. <a href=""https://www.last.fm/music/Chick+Flick"">Read more on Last.fm</a>",5677,595,"""CHICK FLICK"" – это музыкальная группа, живые выступления которой можно увидеть в самых популярных заведениях города, а также на модных закрытых тусовках. Исполняемая группой музыка варьируется от дискотечного танцевального драйва до мягкого лаунжа. <a href=""https://www.last.fm/music/Chick+Flick"">Read more on Last.fm</a>",5681,595
2 minutos,Latin (Origen: spanish pop),Canción,Demasiado Tarde,2024,5RZ3LvvtURNhcvIMOgzh8O,2UztntJETH29yOxVrs6RfM,La Máquina de Hacer Cagadas,2024,2 minutos,"Los integrantes de Dos Minutos se juntaron en 1987 y comenzaron a tocar en el '89, en plena hiperinflación: «en esas circunstancias empezamos nosotros, Alfonsín dejaba el gobierno, asumía Menem y debutábamos la noche en que la gente salìa a saquear mercados para poder comer...».

Ya habían grabado los temas ""Ya no sos igual"" y ""Arrebato"" en un álbum independiente junto a otras bandas.

""Valentín Alsina"" (1994) es el título del primer disco, en homenaje a su ciudad de origen. <a href=""https://www.last.fm/music/2+Minutos"">Read more on Last.fm</a>",2477943,70603,"Los integrantes de Dos Minutos se juntaron en 1987 y comenzaron a tocar en el '89, en plena hiperinflación: «en esas circunstancias empezamos nosotros, Alfonsín dejaba el gobierno, asumía Menem y debutábamos la noche en que la gente salìa a saquear mercados para poder comer...».

Ya habían grabado los temas ""Ya no sos igual"" y ""Arrebato"" en un álbum independiente junto a otras bandas.

""Valentín Alsina"" (1994) es el título del primer disco, en homenaje a su ciudad de origen. <a href=""https://www.last.fm/music/2+Minutos"">Read more on Last.fm</a>",2481321,70670
Abraham Garrido,Latin (Origen: spanish pop),Canción,Don´t Copy My Flow,2024,51TXmxe6l1r1QRFJtdtpT2,7c3zp7n4b6hQTHUAVdt8we,Don´t Copy My Flow,2024,Abraham Garrido," <a href=""https://www.last.fm/music/Abraham+Garrido"">Read more on Last.fm</a>",2492,677," <a href=""https://www.last.fm/music/Abraham+Garrido"">Read more on Last.fm</a>",2504,680
KIRAZ,Latin (Origen: spanish pop),Canción,Kora,2024,0MTPkFRRpePdSGa3eW6xZ6,1IQxAPJDEof41ZyZVt98XQ,Kora,2024,KIRAZ," <a href=""https://www.last.fm/music/kiraz"">Read more on Last.fm</a>",5000,989," <a href=""https://www.last.fm/music/kiraz"">Read more on Last.fm</a>",5008,991
Emily Has Fallen,Latin (Origen: spanish pop),Canción,Te Olvidaré,2024,5b9zE6GjF6proMMsuuDQoP,3UU82K1ZIc2Cu8zvuq6hNK,Te Olvidaré,2024,Emily Has Fallen," <a href=""https://www.last.fm/music/Emily+Has+Fallen"">Read more on Last.fm</a>",11484,660," <a href=""https://www.last.fm/music/Emily+Has+Fallen"">Read more on Last.fm</a>",11494,660
Party Tyme,Latin (Origen: spanish pop),Canción,SI No Quieres No (vocal),2024,6XRrH10AhWP7kwoCH6buQ4,268bgkofadxsR4nSoURayN,"Spanish Hits 2024, Vol. 3 (Vocal)",2024,Party Tyme," <a href=""https://www.last.fm/music/Party+Tyme"">Read more on Last.fm</a>",87850,25634," <a href=""https://www.last.fm/music/Party+Tyme"">Read more on Last.fm</a>",89782,26043
Blnko,Latin (Origen: spanish pop),Canción,Intro de Tony Hawk,2024,44BHmfxVA6CxOCNeDHFIid,1N3prt5b677w6dCe9uaRzP,Los Amigos Reales,2024,Blnko," <a href=""https://www.last.fm/music/Blnko"">Read more on Last.fm</a>",597932,21146," <a href=""https://www.last.fm/music/Blnko"">Read more on Last.fm</a>",600304,21198
Champ Jr.,Latin (Origen: spanish pop),Canción,Amanecer,2024,2xk7BUKOx2ccWjMlma3XK3,5vM3oTQ1BqMd01csUwoe7x,Amanecer,2024,Champ Jr.," <a href=""https://www.last.fm/music/Champ+Jr."">Read more on Last.fm</a>",49321,4223," <a href=""https://www.last.fm/music/Champ+Jr."">Read more on Last.fm</a>",49430,4234
Barney Gombo,Latin (Origen: spanish pop),Canción,LOS AMIGOS DE TU EX,2024,4oX0TqBQPXiC56ToCKFzah,1G5fsy4ruNR4zmwfwd5gWJ,LOS AMIGOS DE TU EX,2024,Barney Gombo," <a href=""https://www.last.fm/music/Barney+Gombo"">Read more on Last.fm</a>",86710,4015," <a href=""https://www.last.fm/music/Barney+Gombo"">Read more on Last.fm</a>",86903,4019
Riley!,Latin (Origen: spanish pop),Canción,[cries in spanish],2024,6QQxRL4fFyKyXjyCmvCCJ7,2N2nVXYiltFdU8NL0ACh7T,Keep Your Cool,2024,Riley!," <a href=""https://www.last.fm/music/Riley%21"">Read more on Last.fm</a>",1560410,39102," <a href=""https://www.last.fm/music/Riley%21"">Read more on Last.fm</a>",1567912,39237
2 minutos,Latin (Origen: spanish pop),Canción,Otra Mujer,2024,2hmAnQdQV7wEnWVFJJaLKe,2UztntJETH29yOxVrs6RfM,La Máquina de Hacer Cagadas,2024,2 minutos,"Los integrantes de Dos Minutos se juntaron en 1987 y comenzaron a tocar en el '89, en plena hiperinflación: «en esas circunstancias empezamos nosotros, Alfonsín dejaba el gobierno, asumía Menem y debutábamos la noche en que la gente salìa a saquear mercados para poder comer...».

Ya habían grabado los temas ""Ya no sos igual"" y ""Arrebato"" en un álbum independiente junto a otras bandas.

""Valentín Alsina"" (1994) es el título del primer disco, en homenaje a su ciudad de origen. <a href=""https://www.last.fm/music/2+Minutos"">Read more on Last.fm</a>",2477943,70603,"Los integrantes de Dos Minutos se juntaron en 1987 y comenzaron a tocar en el '89, en plena hiperinflación: «en esas circunstancias empezamos nosotros, Alfonsín dejaba el gobierno, asumía Menem y debutábamos la noche en que la gente salìa a saquear mercados para poder comer...».

Ya habían grabado los temas ""Ya no sos igual"" y ""Arrebato"" en un álbum independiente junto a otras bandas.

""Valentín Alsina"" (1994) es el título del primer disco, en homenaje a su ciudad de origen. <a href=""https://www.last.fm/music/2+Minutos"">Read more on Last.fm</a>",2481321,70670
2 minutos,Latin (Origen: spanish pop),Canción,Tema de Adrián,2024,52mMHA2w0zKZAAaKdoZQyR,2UztntJETH29yOxVrs6RfM,La Máquina de Hacer Cagadas,2024,2 minutos,"Los integrantes de Dos Minutos se juntaron en 1987 y comenzaron a tocar en el '89, en plena hiperinflación: «en esas circunstancias empezamos nosotros, Alfonsín dejaba el gobierno, asumía Menem y debutábamos la noche en que la gente salìa a saquear mercados para poder comer...».

Ya habían grabado los temas ""Ya no sos igual"" y ""Arrebato"" en un álbum independiente junto a otras bandas.

""Valentín Alsina"" (1994) es el título del primer disco, en homenaje a su ciudad de origen. <a href=""https://www.last.fm/music/2+Minutos"">Read more on Last.fm</a>",2477943,70603,"Los integrantes de Dos Minutos se juntaron en 1987 y comenzaron a tocar en el '89, en plena hiperinflación: «en esas circunstancias empezamos nosotros, Alfonsín dejaba el gobierno, asumía Menem y debutábamos la noche en que la gente salìa a saquear mercados para poder comer...».

Ya habían grabado los temas ""Ya no sos igual"" y ""Arrebato"" en un álbum independiente junto a otras bandas.

""Valentín Alsina"" (1994) es el título del primer disco, en homenaje a su ciudad de origen. <a href=""https://www.last.fm/music/2+Minutos"">Read more on Last.fm</a>",2481321,70670
Paola & Chiara,Latin (Origen: spanish pop),Canción,Noche Mágica,2024,5WSQujQtgwzh6PX8MpGj4f,1g3g1dwuZOA7jaw9MgSYBX,Festival (Spanish version),2024,Paola & Chiara,"Paola & Chiara are two sisters born in Milan, Italy. Before joining the pop band 883/Max Pezzali in 1995-1997 they had their own group ""Elefunky"". One of the sisters appeared on the Videos of the Italian singer Laura Pausini. Later the manager of the band 883 saw the sisters play in one of the clubs in Milan signed them to the band and later their solo career started in 1997 when 883 and Paola & Chiara parted.

At the end of the 1997, the sisters won the New-Artist category for the song Amici Come Prima at the Sanremo Festival. <a href=""https://www.last.fm/music/Paola+&+Chiara"">Read more on Last.fm</a>",1505745,74089,"Paola & Chiara are two sisters born in Milan, Italy. Before joining the pop band 883/Max Pezzali in 1995-1997 they had their own group ""Elefunky"". One of the sisters appeared on the Videos of the Italian singer Laura Pausini. Later the manager of the band 883 saw the sisters play in one of the clubs in Milan signed them to the band and later their solo career started in 1997 when 883 and Paola & Chiara parted.

At the end of the 1997, the sisters won the New-Artist category for the song Amici Come Prima at the Sanremo Festival. <a href=""https://www.last.fm/music/Paola+&+Chiara"">Read more on Last.fm</a>",1507260,74118
Emily Has Fallen,Latin (Origen: spanish pop),Canción,Recuerdos Eternos,2024,4t6nBUtiHIKGsThUBlpgIy,18cMultxabUAf2Bp5BlbN9,Recuerdos Eternos,2024,Emily Has Fallen," <a href=""https://www.last.fm/music/Emily+Has+Fallen"">Read more on Last.fm</a>",11484,660," <a href=""https://www.last.fm/music/Emily+Has+Fallen"">Read more on Last.fm</a>",11494,660
Lugeer,Latin (Origen: spanish pop),Canción,Sonrío y Empieza a Amanecer,2024,2DWodNcLDuYxVSP7Auzvzo,5bd1z5dsx4qd5hont2ljhT,Spanish Social Media,2024,Lugeer," <a href=""https://www.last.fm/music/Lugeer"">Read more on Last.fm</a>",54,16," <a href=""https://www.last.fm/music/Lugeer"">Read more on Last.fm</a>",60,17
Debi Nova,Latin (Origen: spanish pop),Canción,Dar Vida - Intro,2024,7C59zEp5xwI2PRymwOD4mX,17kVGKI88jjmL2XH4MNjYd,Dar Vida,2024,Debi Nova,"Debi Nova is a multi-talented female vocalist from Escazu, Costa Rica who calls Los Angeles, California home. A graduate of The Los Angeles Music Academy, Nova has graced her signature voice on various projects from jazz artist Boney James to rapper Q-Tip to Sergio Mendes and Will.I.AM of the Black Eyed Peas. Her single CD, ""One Rhythm"", has an English version, Spanish version, and six mixes, all in advance of her anticipated 13 song future CD.

She also callaborated with Ricky Martin in his english album ""Life"" <a href=""https://www.last.fm/music/Debi+Nova"">Read more on Last.fm</a>",298540,29856,"Debi Nova is a multi-talented female vocalist from Escazu, Costa Rica who calls Los Angeles, California home. A graduate of The Los Angeles Music Academy, Nova has graced her signature voice on various projects from jazz artist Boney James to rapper Q-Tip to Sergio Mendes and Will.I.AM of the Black Eyed Peas. Her single CD, ""One Rhythm"", has an English version, Spanish version, and six mixes, all in advance of her anticipated 13 song future CD.

She also callaborated with Ricky Martin in his english album ""Life"" <a href=""https://www.last.fm/music/Debi+Nova"">Read more on Last.fm</a>",298713,29872
Party Tyme,Latin (Origen: spanish pop),Canción,Si No Es Contigo (vocal),2024,0q3Cc0I52W4Nkxv0XosbL5,268bgkofadxsR4nSoURayN,"Spanish Hits 2024, Vol. 3 (Vocal)",2024,Party Tyme," <a href=""https://www.last.fm/music/Party+Tyme"">Read more on Last.fm</a>",87850,25634," <a href=""https://www.last.fm/music/Party+Tyme"">Read more on Last.fm</a>",89782,26043
Bigpoppa,Latin (Origen: spanish pop),Canción,Darte antes de morir - No guidance remix spanish version,2024,0oQI3SzuXjjzVVVlM7kVlX,7rHG7YSVPYf39BQFJc15TW,Darte antes de morir (No guidance remix spanish version),2024,Bigpoppa," <a href=""https://www.last.fm/music/BigPoppa"">Read more on Last.fm</a>",28,16," <a href=""https://www.last.fm/music/BigPoppa"">Read more on Last.fm</a>",28,16
Amor Acústico,Latin (Origen: spanish pop),Canción,Flowers - Spanish Version,2024,0cCZoPB9MjIELUiKPQYfec,1vmQMf6Y56UfDwcKZtPk9A,Spanish Covers of Famous Pop Songs (Vol.2),2024,Amor Acústico," <a href=""https://www.last.fm/music/Amor+Ac%C3%BAstico"">Read more on Last.fm</a>",3823,682," <a href=""https://www.last.fm/music/Amor+Ac%C3%BAstico"">Read more on Last.fm</a>",3830,688
San Venus,Latin (Origen: spanish pop),Canción,2,2024,6k9OpDhgN5NOo33JaN8zKt,5Ld1mbETnGWtAvfbNFWpIg,2,2024,San Venus," <a href=""https://www.last.fm/music/San+Venus"">Read more on Last.fm</a>",133558,2797," <a href=""https://www.last.fm/music/San+Venus"">Read more on Last.fm</a>",134646,2808
Iván Troyano,Latin (Origen: spanish pop),Canción,Better Place - Spanish Version,2024,3OVylUu0eOo2NnKxOJ3Zpq,1YxAjyRXpqbwZg30SeYl7b,Better Place (Spanish Version),2024,Iván Troyano," <a href=""https://www.last.fm/music/Iv%C3%A1n+Troyano"">Read more on Last.fm</a>",2831,581," <a href=""https://www.last.fm/music/Iv%C3%A1n+Troyano"">Read more on Last.fm</a>",2833,583
2 minutos,Latin (Origen: spanish pop),Canción,"Piñas Van, Piñas Vienen",2024,38gFBJ9gkdYLpTmo1BxFDp,2UztntJETH29yOxVrs6RfM,La Máquina de Hacer Cagadas,2024,2 minutos,"Los integrantes de Dos Minutos se juntaron en 1987 y comenzaron a tocar en el '89, en plena hiperinflación: «en esas circunstancias empezamos nosotros, Alfonsín dejaba el gobierno, asumía Menem y debutábamos la noche en que la gente salìa a saquear mercados para poder comer...».

Ya habían grabado los temas ""Ya no sos igual"" y ""Arrebato"" en un álbum independiente junto a otras bandas.

""Valentín Alsina"" (1994) es el título del primer disco, en homenaje a su ciudad de origen. <a href=""https://www.last.fm/music/2+Minutos"">Read more on Last.fm</a>",2477943,70603,"Los integrantes de Dos Minutos se juntaron en 1987 y comenzaron a tocar en el '89, en plena hiperinflación: «en esas circunstancias empezamos nosotros, Alfonsín dejaba el gobierno, asumía Menem y debutábamos la noche en que la gente salìa a saquear mercados para poder comer...».

Ya habían grabado los temas ""Ya no sos igual"" y ""Arrebato"" en un álbum independiente junto a otras bandas.

""Valentín Alsina"" (1994) es el título del primer disco, en homenaje a su ciudad de origen. <a href=""https://www.last.fm/music/2+Minutos"">Read more on Last.fm</a>",2481321,70670
Amor Acústico,Latin (Origen: spanish pop),Canción,I Wanna Be Yours - Spanish Version,2024,1DJIPYtM3yCW5sorQPqPFl,1vmQMf6Y56UfDwcKZtPk9A,Spanish Covers of Famous Pop Songs (Vol.2),2024,Amor Acústico," <a href=""https://www.last.fm/music/Amor+Ac%C3%BAstico"">Read more on Last.fm</a>",3823,682," <a href=""https://www.last.fm/music/Amor+Ac%C3%BAstico"">Read more on Last.fm</a>",3830,688
Abraham Garrido,Latin (Origen: spanish pop),Canción,She said she´s from the island Kompa,2024,7cO3sgdrx9oKr5BANzNzM5,2Isn5mVqdCciG0Rp6xR6dV,She said she´s from the island Kompa,2024,Abraham Garrido," <a href=""https://www.last.fm/music/Abraham+Garrido"">Read more on Last.fm</a>",2492,677," <a href=""https://www.last.fm/music/Abraham+Garrido"">Read more on Last.fm</a>",2504,680
Fernando Rey,Latin (Origen: spanish pop),Canción,Spanish Girl ( Merengue ),2024,3FNQtxNkeNZtsaDzRj5P9Q,5AKlfBxi1OSYhhnUFqJxgO,Spanish Girl ( Merengue ),2024,Fernando Rey," <a href=""https://www.last.fm/music/Fernando+Rey"">Read more on Last.fm</a>",709,70," <a href=""https://www.last.fm/music/Fernando+Rey"">Read more on Last.fm</a>",710,70
Alex Guillén,Latin (Origen: spanish pop),Canción,Los Mejores Años,2024,1MGWvTS8R8aPFPE44mD2ET,3WGOxiiaJTXksDMFhmAQqs,Los Mejores Años,2024,Alex Guillén," <a href=""https://www.last.fm/music/Alex+Guill%C3%A9n"">Read more on Last.fm</a>",927,94," <a href=""https://www.last.fm/music/Alex+Guill%C3%A9n"">Read more on Last.fm</a>",930,95
Abraham Garrido,Latin (Origen: spanish pop),Canción,TRUCO RUMANO,2024,1I94cyce3kf23WIWAhak8m,6AoI7fRp7MBTZeTeboPSLY,TRUCO RUMANO,2024,Abraham Garrido," <a href=""https://www.last.fm/music/Abraham+Garrido"">Read more on Last.fm</a>",2492,677," <a href=""https://www.last.fm/music/Abraham+Garrido"">Read more on Last.fm</a>",2504,680
Abraham Garrido,Latin (Origen: spanish pop),Canción,No Quiero,2024,6ByD5AmBjmlUuSi36Vt6PH,55ZBEIHIVnXK9qP9f1aC4z,No Quiero,2024,Abraham Garrido," <a href=""https://www.last.fm/music/Abraham+Garrido"">Read more on Last.fm</a>",2492,677," <a href=""https://www.last.fm/music/Abraham+Garrido"">Read more on Last.fm</a>",2504,680
Spanish Flow,Latin (Origen: spanish pop),Canción,Michelle,2024,6JppAj8zS8pv8DFHHDuB7E,47D2VQ0ECMRckoUsENw6gV,Spanish Flow - Part 2,2024,Spanish Flow," <a href=""https://www.last.fm/music/SPANISH+FLOW"">Read more on Last.fm</a>",28685,4847," <a href=""https://www.last.fm/music/SPANISH+FLOW"">Read more on Last.fm</a>",28737,4861
Ticy,Latin (Origen: spanish pop),Canción,Leyla ( Leyla Spanish Version ),2024,4d2ADyuPHz3Il6Mf0UVrAJ,3KXRdF4UwGaITysCIAXmWz,Manele De Top by Ticy Production,2024,Ticy," <a href=""https://www.last.fm/music/ticy"">Read more on Last.fm</a>",14369,2053," <a href=""https://www.last.fm/music/ticy"">Read more on Last.fm</a>",14448,2061
Caloncho,Latin (Origen: spanish pop),Canción,Popango,2024,7CLpApL1W6zZXZG9fnB2d8,50cYslOkS29OQ2HMCdeVv5,Tofu,2024,Caloncho,"Óscar Alfonso Castro (born December 20, 1986 in Obregón, Sonora), better known as Caloncho, is a Mexican musician and singer.

As a child, Caloncho lived in Guadalajara where his favorite activity was playing the drums, until he later decided to experiment with melody. At the same time, he started playing the guitar that his grandfather had left for him years before, and soon learned to play songs from artists such as Bob Marley and Sublime.

Based on his own confession <a href=""https://www.last.fm/music/Caloncho"">Read more on Last.fm</a>",2517218,143681,"Óscar Alfonso Castro (born December 20, 1986 in Obregón, Sonora), better known as Caloncho, is a Mexican musician and singer.

As a child, Caloncho lived in Guadalajara where his favorite activity was playing the drums, until he later decided to experiment with melody. At the same time, he started playing the guitar that his grandfather had left for him years before, and soon learned to play songs from artists such as Bob Marley and Sublime.

Based on his own confession <a href=""https://www.last.fm/music/Caloncho"">Read more on Last.fm</a>",2520720,143845
Abraham Garrido,Latin (Origen: spanish pop),Canción,TE QUIERO MAMÁ,2024,6RUo1bzdYnoAfGGfxFsCYm,4N32mSS05V0I2ZCV7anWxN,TE QUIERO MAMÁ,2024,Abraham Garrido," <a href=""https://www.last.fm/music/Abraham+Garrido"">Read more on Last.fm</a>",2492,677," <a href=""https://www.last.fm/music/Abraham+Garrido"">Read more on Last.fm</a>",2504,680
2 minutos,Latin (Origen: spanish pop),Canción,Lejos Estoy,2024,5QbuPMVXKzlq10LuqYBt8a,2UztntJETH29yOxVrs6RfM,La Máquina de Hacer Cagadas,2024,2 minutos,"Los integrantes de Dos Minutos se juntaron en 1987 y comenzaron a tocar en el '89, en plena hiperinflación: «en esas circunstancias empezamos nosotros, Alfonsín dejaba el gobierno, asumía Menem y debutábamos la noche en que la gente salìa a saquear mercados para poder comer...».

Ya habían grabado los temas ""Ya no sos igual"" y ""Arrebato"" en un álbum independiente junto a otras bandas.

""Valentín Alsina"" (1994) es el título del primer disco, en homenaje a su ciudad de origen. <a href=""https://www.last.fm/music/2+Minutos"">Read more on Last.fm</a>",2477943,70603,"Los integrantes de Dos Minutos se juntaron en 1987 y comenzaron a tocar en el '89, en plena hiperinflación: «en esas circunstancias empezamos nosotros, Alfonsín dejaba el gobierno, asumía Menem y debutábamos la noche en que la gente salìa a saquear mercados para poder comer...».

Ya habían grabado los temas ""Ya no sos igual"" y ""Arrebato"" en un álbum independiente junto a otras bandas.

""Valentín Alsina"" (1994) es el título del primer disco, en homenaje a su ciudad de origen. <a href=""https://www.last.fm/music/2+Minutos"">Read more on Last.fm</a>",2481321,70670
Marcelo Radomski,Latin (Origen: spanish pop),Canción,Die With A Smile - Spanish Version Español,2024,2Wf6ZqSHqSG5UAZNrTlTjQ,44lO4dN5kk6LzHyFpItDRr,Die With A Smile (Spanish Version Español),2024,Marcelo Radomski," <a href=""https://www.last.fm/music/Marcelo+Radomski"">Read more on Last.fm</a>",442,105," <a href=""https://www.last.fm/music/Marcelo+Radomski"">Read more on Last.fm</a>",445,105
La Unión,Latin (Origen: spanish pop),Canción,LUNA LLENA EN PARÍS - Paco's Spanish Guitar Version,2024,7AS58AIJcF8A6glsYzH0us,5y0ElnDrMIh0GZTaVaDcJn,LUNA LLENA EN PARÍS,2024,La Unión,"LA UNIØN grupo formado por Rafa Sánchez (cantante), Luis Bolín (bajo), Mario Martínez (guitarra) e Íñigo Zabala (teclados) a finales del año 82 en Madrid, al calor de “La Movida”. Su música influida, llena de personalidad, romanticismo, referencias literarias y cinematográficas pronto se hace notar. ""Lobo Hombre en París"", basada en un cuento de Boris Vian.  
 <a href=""https://www.last.fm/music/+noredirect/La+Uni%C3%B3n"">Read more on Last.fm</a>",2137627,228459,"LA UNIØN grupo formado por Rafa Sánchez (cantante), Luis Bolín (bajo), Mario Martínez (guitarra) e Íñigo Zabala (teclados) a finales del año 82 en Madrid, al calor de “La Movida”. Su música influida, llena de personalidad, romanticismo, referencias literarias y cinematográficas pronto se hace notar. ""Lobo Hombre en París"", basada en un cuento de Boris Vian.  
 <a href=""https://www.last.fm/music/+noredirect/La+Uni%C3%B3n"">Read more on Last.fm</a>",2142763,228892
2 minutos,Latin (Origen: spanish pop),Canción,Amor Suicida,2024,2SLvPG0uDsiKaWE0X6AJL3,2UztntJETH29yOxVrs6RfM,La Máquina de Hacer Cagadas,2024,2 minutos,"Los integrantes de Dos Minutos se juntaron en 1987 y comenzaron a tocar en el '89, en plena hiperinflación: «en esas circunstancias empezamos nosotros, Alfonsín dejaba el gobierno, asumía Menem y debutábamos la noche en que la gente salìa a saquear mercados para poder comer...».

Ya habían grabado los temas ""Ya no sos igual"" y ""Arrebato"" en un álbum independiente junto a otras bandas.

""Valentín Alsina"" (1994) es el título del primer disco, en homenaje a su ciudad de origen. <a href=""https://www.last.fm/music/2+Minutos"">Read more on Last.fm</a>",2477943,70603,"Los integrantes de Dos Minutos se juntaron en 1987 y comenzaron a tocar en el '89, en plena hiperinflación: «en esas circunstancias empezamos nosotros, Alfonsín dejaba el gobierno, asumía Menem y debutábamos la noche en que la gente salìa a saquear mercados para poder comer...».

Ya habían grabado los temas ""Ya no sos igual"" y ""Arrebato"" en un álbum independiente junto a otras bandas.

""Valentín Alsina"" (1994) es el título del primer disco, en homenaje a su ciudad de origen. <a href=""https://www.last.fm/music/2+Minutos"">Read more on Last.fm</a>",2481321,70670
Spanish With Liz,Latin (Origen: spanish pop),Canción,Burbujea Pop,2024,34sLAJ1yZ76mcHDnU1j0gn,6RNEo1O3yjoEPRTTpfTqyN,"Spanish Toddler Songs With Liz, Vol. 2",2024,Spanish With Liz," <a href=""https://www.last.fm/music/Spanish+With+Liz"">Read more on Last.fm</a>",6026,320," <a href=""https://www.last.fm/music/Spanish+With+Liz"">Read more on Last.fm</a>",6082,328
Colourshop,Latin (Origen: spanish pop),Canción,Laura - Spanish version,2024,5M2c6c6SW0KLXe1AAnkUMG,6DQowL4YbS1LZiEnPlvnLG,Laura (Spanish version),2024,Colourshop,"Colourshop is a singer/songwriter music project created by Alfredo and Diego Salvati, two brothers who have cultivated a unique passion for music. Luscious melodies with a vibrant and warm charm, they experiment with open tunings and percussive elements, and draw their audience into a world, where marvelous soundscapes meets melancholic and sincere lyrics. 

Colourshop’s craft for song writing has been honed through playing shows throughout Europe including Netherlands, Poland, Spain, France, Italy and at venues and festivals in the UK. <a href=""https://www.last.fm/music/Colourshop"">Read more on Last.fm</a>",8440,2674,,,
Abraham Garrido,Latin (Origen: spanish pop),Canción,ELLA ME LO MUEVE,2024,68PBxlJ2u1E4J1c8FyrQjW,1u8LnzsaRVWIGRqJ5Pl5qk,ELLA ME LO MUEVE,2024,Abraham Garrido," <a href=""https://www.last.fm/music/Abraham+Garrido"">Read more on Last.fm</a>",2492,677," <a href=""https://www.last.fm/music/Abraham+Garrido"">Read more on Last.fm</a>",2504,680
Party Tyme,Latin (Origen: spanish pop),Canción,Mi Gente (made popular by J Balvin & Willy William) [vocal version],2024,2hprFQ8YMi9z21egClIW3e,7J1Yg0qAvTLFoXPM7UauNe,Latin Hits 19 - Party Tyme (Spanish Vocal Versions),2024,Party Tyme," <a href=""https://www.last.fm/music/Party+Tyme"">Read more on Last.fm</a>",87850,25634," <a href=""https://www.last.fm/music/Party+Tyme"">Read more on Last.fm</a>",89782,26043
BENJIxScarlett,Latin (Origen: spanish pop),Canción,LA CANCIÓN DE CATNAP (CatNap Song Spanish Poppy Playtime Chapter 3 Deep Sleep),2024,5NDYd7LE4ijogM3f0YnL5A,2U8y2CtyEdshwAAqHF99CQ,LA CANCIÓN DE CATNAP (CatNap Song Spanish Poppy Playtime Chapter 3 Deep Sleep),2024,BENJIxScarlett," <a href=""https://www.last.fm/music/BENJIxScarlett"">Read more on Last.fm</a>",504797,40700," <a href=""https://www.last.fm/music/BENJIxScarlett"">Read more on Last.fm</a>",506678,40932
William Janz,Latin (Origen: spanish pop),Canción,"Ik wil met je dansen, Quiero Bailar Contigo - Spanish / Dutch version",2024,19gCphZW7udTj5SFb1AXng,4BLB8RTi06vvO9FWwoYVqo,"Ik wil met je dansen, Quiero Bailar Contigo (Spanish / Dutch version)",2024,William Janz," <a href=""https://www.last.fm/music/William+Janz"">Read more on Last.fm</a>",3536,490," <a href=""https://www.last.fm/music/William+Janz"">Read more on Last.fm</a>",3546,491
