Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Biografia_Resumen_x,Listeners_LastFM_x,Playcount_LastFM_x,Artistas_Similares,Biografia_Resumen_y,Playcount_LastFM_y,Listeners_LastFM_y
Donny Hathaway,funk (Origen: soul),Canción,Jealous Guy,2010,4ZMofBIe1948b23GZJriAd,6kWqwXiHxRwvLKFScZbbdS,"Donny Edward Hathaway (October 1, 1945 – January 13, 1979) was a Grammy Award-winning American soul musician. He signed with Atlantic Records in 1969, and with his first single ""The Ghetto"" (1970), Rolling Stone magazine marked him as ""a major new force in soul music."" His collaborations with Roberta Flack took him to the top of the charts and won him the Grammy Award for Best Pop Performance by a Duo or Group with Vocal for the duet ""Where Is the Love"" in 1973.",1116445,9469041,"Roberta Flack & Donny Hathaway, Stevie Wonder, Al Green, Roberta Flack, Marvin Gaye","Donny Edward Hathaway (October 1, 1945 – January 13, 1979) was a Grammy Award-winning American soul musician. He signed with Atlantic Records in 1969, and with his first single ""The Ghetto"" (1970), Rolling Stone magazine marked him as ""a major new force in soul music."" His collaborations with Roberta Flack took him to the top of the charts and won him the Grammy Award for Best Pop Performance by a Duo or Group with Vocal for the duet ""Where Is the Love"" in 1973. <a href=""https://www.last.fm/music/Donny+Hathaway"">Read more on Last.fm</a>",9469041,1116445
Corinne Bailey Rae,funk (Origen: soul),Canción,Paris Nights / New York Mornings,2010,531o4ChE6Uoj3J2VIGArbm,3mLUCBD08IiSzTYDr730S7,"Corinne Bailey Rae (born Corinne Bailey on 26 February 1979) is a Grammy-winning English singer and songwriter who released her eponymous debut album ""Corinne Bailey Rae"" in February 2006. Rae was named the number-one predicted breakthrough act of 2006 in an annual BBC poll of music critics.

Rae was born in Leeds, West Yorkshire to a Kittitian father and an English mother, and she was the eldest of three daughters. She began her musical career at",2077455,28850304,"Joss Stone, Duffy, Lianne La Havas, Amy Winehouse, India.Arie",,,
Sharon Jones & The Dap-Kings,funk (Origen: soul),Canción,I Learned the Hard Way,2010,6EfzMRn24usWjFgykZWLl2,7tsqjPwOhgPOWHgp9RHYi6,"Sharon Jones and the Dap-Kings was a funk/soul band, founded in Brooklyn, NY, USA (1996). They were signed to Daptone Records, where the Dap-Kings are the house band. They are widely thought to be spearheads of a revivalist movement that aims to capture the essence of funk/soul music as it was at its height in the mid-1960s to mid-1970s. Part of the way this is achieved is to shun modern digital recording methods in favour of using traditional analogue recording equipment.",189549,1927993,"The James Hunter Six, Dojo Cuts, Charles Bradley, Saun & Starr, The Poets of Rhythm","Sharon Jones & the Dap-Kings, aka Sharon Jones and the Dap-Kings, are a funk/soul band, founded in Brooklyn, NY, USA (1996). They are signed to Daptone Records, where the Dap-Kings are the house band. They are widely thought to be spearheads of a revivalist movement that aims to capture the essence of funk/soul music as it was at its height in the mid-1960s to mid-1970s. Part of the way this is achieved is to shun modern digital recording methods in favour of using traditional analogue recording equipment. <a href=""https://www.last.fm/music/+noredirect/Sharon+Jones+&+The+Dap-Kings"">Read more on Last.fm</a>",8756383,719002
Ben L'Oncle Soul,funk (Origen: soul),Canción,Come Home,2010,0VXcKODOtgr80zl3h9kN2Q,6XbYsGvaSrNPOrY9E5jRd7,"Benjamin Duterde (born 1984), a.k.a. Ben L'Oncle Soul ('Ben the Soul Uncle'), is a French nu-soul singer from the town of Tours, France, who has released seven full-length studio albums and a live album since 2010.

Duterde first gained prominence in his home country with the Soul Wash EP (2009), which featured six covers (Gnarls Barkley, The White Stripes, Spice Girls and the like).  Ben's first full-length album, entitled simply Ben L'Oncle Soul was released in 2010 and was put out internationally on the Motown label.",248912,3056772,"Kimberose, Ayo, Selah Sue, Joyce Jonathan, Leela James","Benjamin Duterde (born 1984), a.k.a. Ben L'Oncle Soul ('Ben the Soul Uncle'), is a French nu-soul singer from the town of Tours, France, who has released seven full-length studio albums and a live album since 2010.

Duterde first gained prominence in his home country with the Soul Wash EP (2009), which featured six covers (Gnarls Barkley, The White Stripes, Spice Girls and the like).  Ben's first full-length album, entitled simply Ben L'Oncle Soul was released in 2010 and was put out internationally on the Motown label. <a href=""https://www.last.fm/music/Ben+l%27Oncle+Soul"">Read more on Last.fm</a>",3056772,248912
Ben L'Oncle Soul,funk (Origen: soul),Canción,I Don't Wanna Waste,2010,0t9WVX63G7UF1Ha2xQqwk0,6XbYsGvaSrNPOrY9E5jRd7,"Benjamin Duterde (born 1984), a.k.a. Ben L'Oncle Soul ('Ben the Soul Uncle'), is a French nu-soul singer from the town of Tours, France, who has released seven full-length studio albums and a live album since 2010.

Duterde first gained prominence in his home country with the Soul Wash EP (2009), which featured six covers (Gnarls Barkley, The White Stripes, Spice Girls and the like).  Ben's first full-length album, entitled simply Ben L'Oncle Soul was released in 2010 and was put out internationally on the Motown label.",248912,3056772,"Kimberose, Ayo, Selah Sue, Joyce Jonathan, Leela James","Benjamin Duterde (born 1984), a.k.a. Ben L'Oncle Soul ('Ben the Soul Uncle'), is a French nu-soul singer from the town of Tours, France, who has released seven full-length studio albums and a live album since 2010.

Duterde first gained prominence in his home country with the Soul Wash EP (2009), which featured six covers (Gnarls Barkley, The White Stripes, Spice Girls and the like).  Ben's first full-length album, entitled simply Ben L'Oncle Soul was released in 2010 and was put out internationally on the Motown label. <a href=""https://www.last.fm/music/Ben+l%27Oncle+Soul"">Read more on Last.fm</a>",3056772,248912
Billy Ocean,funk (Origen: soul),Canción,Red Light Spells Danger,2010,24OHMJtDeabbI3sN79tbgG,7n4OT3zEZaEiyKKd6mFAhi,"Billy Ocean (born Leslie Sebastian Charles, 21 January 1950, Fyzabad, Trinidad) is a Grammy Award-winning British popular music performer who had a string of rhythm and blues-tinged international pop hits in the 1970s and 1980s. He was the main British R&B singer / songwriter of the 1980s. He waited seven years after scoring his first four UK top 20 successes, before accumulating a series of transatlantic successes, including three U.S. number ones.",951722,8647113,"The Pointer Sisters, Lionel Richie, Dan Hartman, Wet Wet Wet, Paul Young",,,
Drizabone Soul Family,funk (Origen: soul),Canción,Girlfriendz,2010,3LSFYVlGHgifeN5QFCKLLC,5mMpoSvjJe0EXvVOreU2ey,"Driza Bone's most popular track, as an artist, was the song ""Real Love"", which reached #16 on the UK Singles Chart in June 1991[2] At the time of the single, Drizabone were mainstays April and Garcia, plus vocalist Sophie Jones.[1] Jones had performed the original demo versions of the song, but was not really interested in a musical career, and Dee Heron (b. Jamaica, West Indies) gave up her secretary's job to take over her role.[1] The follow-up hit was ""Catch the Fire"" (UK #54).",1238,11029,"Heston, Victor Haynes, Angela Johnson, Shaila Prospere, Natasha Watts",,,
"Earth, Wind & Fire",funk (Origen: soul),Canción,Let's Groove,2010,34Iejdfe3C2lk4Toqpobts,17zgFSNatj3fVsmlERKQ9m,"Earth, Wind & Fire (EW&F or EWF) is an American band whose music spans the genres of jazz, R&B, soul, funk, disco, pop, Latin, and Afro-pop. They are among the best-selling bands of all time, with sales of over 90 million records worldwide. The band was formed in Chicago by Maurice White in 1969, growing out of the Salty Peppers. Prominent members have included Verdine White, Philip Bailey, Ralph Johnson, Larry Dunn, Al McKay, Roland Bautista, Robert Brookins, Sonny Emory, Fred Ravel, Ronnie Laws, Sheldon Reynolds, and Andrew Woolfolk.",2839946,46411748,"Kool & the Gang, Brothers Johnson, Commodores, Stevie Wonder, Chic","Earth, Wind & Fire (EW&F or EWF) is an American band whose music spans the genres of jazz, R&B, soul, funk, disco, pop, Latin, and Afro-pop. They are among the best-selling bands of all time, with sales of over 90 million records worldwide. The band was formed in Chicago by Maurice White in 1969, growing out of the Salty Peppers. Prominent members have included Verdine White, Philip Bailey, Ralph Johnson, Larry Dunn, Al McKay, Roland Bautista, Robert Brookins, Sonny Emory, Fred Ravel, Ronnie Laws, Sheldon Reynolds, and Andrew Woolfolk. <a href=""https://www.last.fm/music/Earth,+Wind+&+Fire"">Read more on Last.fm</a>",46411748,2839946
The Elgins,funk (Origen: soul),Canción,Heaven Must Have Sent You,2010,1MpSJECFG0zMGSNrdbvmQ4,2KQDgunqw7Okh9rEjTiWhi,"The Elgins were an American vocal group on the Motown label, active from the late 1950s to 1967. Their most successful record was ""Heaven Must Have Sent You"", written and produced by the Holland–Dozier–Holland team, which was a hit in the US in 1966, and in the UK when reissued in 1971.

Founding members Robert Fleming, Johnny Dawson, Cleo ""Duke"" Miller and Norbert McClean recorded together for various small labels in Detroit prior to their Motown days",185357,878663,"The Velvelettes, The Monitors, Eddie Holland, Mary Wells, Jimmy Ruffin",,,
Eric Benét,funk (Origen: soul),Canción,Summer Love (feat. India Benét),2010,0mxGBdNJLOjXz2bxdRPhTP,15JHZC6ymr3MfMgOnMGAJi,"Eric Benét Jordan (born October 15, 1966 in Milwaukee, Wisconsin) is an American R&B and gospel singer. His mother's maiden name is his middle, in a scenario similar to Beyoncé. 

Benét's father loved classical music and inspired an interest in music in his son. By his teens, Eric had formed a vocal group with his sister and cousin called ""Benét."" The group released a self-titled album in 1992 that sold 70,000 copies.

Also in 1992, Benét's girlfriend, Tami Stauff, gave birth to a daughter they named India.",219339,1522610,"Kenny Lattimore, Brian McKnight, Ledisi, Maxwell, Rahsaan Patterson",,,
Fred Wesley,funk (Origen: soul),Canción,House Party,2010,0VOju61QyRh81rhSLU54Ei,65cw42lHSDzEIQ15eQXhw7,"Fred Wesley (born 1943) is an American jazz and funk trombonist, best known for his work with James Brown in the 1960s and 1970s.

Wesley was born in Mobile, Alabama, the son of a high school teacher and big band leader. During the 1960s and 1970s he was a pivotal member of James Brown's bands, playing on many hit recordings including ""Say it Loud - I'm Black and I'm Proud"", ""Mother Popcorn"" and co-writing tunes such as ""Hot Pants"". His slippery riffs and pungent",47125,265350,"The J.B.'s, Maceo Parker, Fred Wesley & The J.B.'s, Idris Muhammad, Bootsy Collins","Fred Wesley (born 1943) is an American jazz and funk trombonist, best known for his work with James Brown in the 1960s and 1970s.

Wesley was born in Mobile, Alabama, the son of a high school teacher and big band leader. During the 1960s and 1970s he was a pivotal member of James Brown's bands, playing on many hit recordings including ""Say it Loud - I'm Black and I'm Proud"", ""Mother Popcorn"" and co-writing tunes such as ""Hot Pants"". His slippery riffs and pungent <a href=""https://www.last.fm/music/Fred+Wesley"">Read more on Last.fm</a>",265350,47125
Erykah Badu,funk (Origen: soul),Canción,Fall In Love (Your Funeral),2010,58yWJFglBzvZ7Zao70lGtJ,1MOub955Uer957RVqqkF2a,"Erykah Badu (born Erica Abi Wright on February 26, 1971 in Dallas, Texas) is an American R'n'B/neo-soul artist whose work crosses over into jazz. 

She is best known for her singles You Got Me her collaboration with The Roots, as well as her own songs Tyrone, Love of My Life, On & On, Bag Lady, The Healer,  Honey and Soldier. Her lyrics are highly personal urban philosophy which throw emotional challenges in the face of the listener. She weaves unusual musical influences together creating a rich texture of sound.",2000576,64127670,"Jill Scott, Solange, Floetry, D'Angelo, Lauryn Hill",,,
The California Honeydrops,funk (Origen: soul),Canción,When It Was Wrong,2010,0dUb6kyjmx1XlkTw37g3tN,2uKI3AvjWBOoTJwO0yGrkc,"The California Honeydrops is an American blues and R&B band, formed in November 2007 playing in the subway stations of Oakland, CA.

Digging deep into the roots of American music, the band members embrace the traditions of Blues, Gospel, Second Line New Orleans Jazz, and early R&B.  With stellar performances of traditional material as well as their own innovative music, The California Honeydrops get people out of their seats and onto the floor, dancing and singing along.",131857,1242625,"Lake Street Dive, Marcus King, The Meltdown, Son Little, St. Paul & The Broken Bones",,,
Syl Johnson,funk (Origen: soul),Canción,Let Yourself Go,2010,3mujTWXLsholsEJzAxRsxP,0hBlULfjPTKngZsvbe3qpE,"Syl Johnson (born Sylvester Thompson in Holly Springs, Mississippi, on 1 July 1936; died 6 February 2022 ) was an American blues and soul singer and music producer. His most successful records included ""Different Strokes"" (1967), ""Is It Because I'm Black"" (1969) and ""Take Me to the River"" (1975). ""Different Strokes"" has been sampled by number of rappers including Wu-Tang Clan, Hammer, and the Ghetto Boys. Blues guitarist and singer Jimmy Johnson, and bassist Mack Thompson, are his brothers.",297172,1909251,"Ann Peebles, O.V. Wright, Little Beaver, Darondo, Betty Wright","Syl Johnson (born Sylvester Thompson in Holly Springs, Mississippi, on 1 July 1936; died 6 February 2022 ) was an American blues and soul singer and music producer. His most successful records included ""Different Strokes"" (1967), ""Is It Because I'm Black"" (1969) and ""Take Me to the River"" (1975). ""Different Strokes"" has been sampled by number of rappers including Wu-Tang Clan, Hammer, and the Ghetto Boys. Blues guitarist and singer Jimmy Johnson, and bassist Mack Thompson, are his brothers. <a href=""https://www.last.fm/music/Syl+Johnson"">Read more on Last.fm</a>",1909251,297172
Gare Du Nord,funk (Origen: soul),Canción,You're My Medicine,2010,4y1xtR5rzSRt3xqf1yLXzN,4pypx8BWeXGXJi9z6Ms3bM,"Gare du Nord is a Dutch-Belgian jazz duo, originally consisting of Doc (Ferdinand Lancée) and Inca (Barend Fransen). Doc played guitar and Inca plays saxophone, while both perform vocals. As of 2011 the band Gare du Nord is now separated from the project Gare du Nord. The band will perform on stage without Ferdi or Barend.

Gare du Nord kicked off early 2001 when producers Doc (Lancee, Ferdi) & Inca (Fransen, Barend) were asked by a French promotor to deliver the soundtrack for a fashion & lifestyle event in Brussels labeled Excellence.",163930,2402377,"Club Des Belugas, JoJo Effect, Slackwax, Brenda Boykin, S-Tone Inc.",,,
