Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad
Sech,Reggaeton (Origen: urbano latino),Canción,Tus Labios - Remix,2024,6beUeiXO8rabGQ6Qv9vWsD,2c4kX5vwi2QnarQQyfXsA1,65
Rauw Alejandro,Reggaeton (Origen: urbano latino),Canción,Revolú,2024,4lqJsJd7kqWVvamQ4aFHA8,0aX0UXrHG2ceYIxTQcqJdA,69
Beéle,Reggaeton (Origen: urbano latino),Canción,Frente al Mar - Ozuna Remix,2024,1gFri8sTiJFOBK8tlLck43,1ZDgXBIziCIo2RarcIeM7Y,63
Chris Jedi,Reggaeton (Origen: urbano latino),Canción,BAD BOY,2024,0sFyqFZE8YkkOMA9IFZ3S6,2lFhyjDXD7EvLkHeV55RKS,57
Key-Key,Reggaeton (Origen: urbano latino),Canción,Tengo Un Plan - Remix,2024,3AXw3pd7KHGSogprPSxrMh,3wzg2uQTXIdUKDtLFgblXH,71
Alleh,Reggaeton (Origen: urbano latino),Canción,la culpa (track 11),2024,24XwHoTZKMFVwdIMGyEz39,18Fki3SqVPkAlPosQoQe5L,65
J Balvin,Reggaeton (Origen: urbano latino),Canción,Doblexxó,2024,2llFXBrftm6YJzBj3tpk0s,1hUqwHvAVIEXMXqIrkHgPo,69
Ovy On The Drums,Reggaeton (Origen: urbano latino),Canción,TU CUERPO ME LLAMA,2024,2WxmURV3rffE1mlYgVxIQh,0cuBq2nDgGbjalgB4iUc7M,59
Rauw Alejandro,Reggaeton (Origen: urbano latino),Canción,Se Fue,2024,1uFW6czrHk5PsK3s6gOI7C,0aX0UXrHG2ceYIxTQcqJdA,69
Myke Towers,Reggaeton (Origen: urbano latino),Canción,OTRA NOCHE (feat. Darell),2024,0dLdTvslcZVsncSMyVvP7n,6NmYJszy5BaEm1WF4tJL7Z,60
Boy Wonder CF,Reggaeton (Origen: urbano latino),Canción,Salgo a Buscarte (feat. Ele A El Dominio),2024,2TzXxkRbz5fo31Crzn56mb,382jindm6my1i05NJfXQLr,61
Tiago PZK,Reggaeton (Origen: urbano latino),Canción,Alegría,2024,0c82YIGpQ5dCaXpTNCk4sb,3s6jmSUxBLRxzKdevnFmJS,66
The Academy: Segunda Misión,Reggaeton (Origen: urbano latino),Canción,"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",2024,3GY16GkbrhV1hya2TKsaaj,2de63hNYGRgcNTXCtXQGvu,62
Brray,Reggaeton (Origen: urbano latino),Canción,Corazón Roto pt. 3,2024,27HBnGnxhWk4ALgFjyCHmh,32y8xkeCWnJhMuuP4rHcYX,63
Fran C,Reggaeton (Origen: perreo),Canción,Perreotech (Ven bebe),2024,6OJzHPceODz6V96LspVatz,3Ah629fSv5Du8UIEiZFokf,44
Fannel,Reggaeton (Origen: perreo),Canción,PERREO FANNEL,2024,2zLQGtsNRyi9Popi0ARBUc,7Jgeuas9oHN22yGMdELEhp,47
mamiyosoyelth,Reggaeton (Origen: perreo),Canción,Perreo TH 3 x Alex Produciendo,2024,6CTVfqzX7wUay4y8aze1Zn,6ttl8aWkbav7xZijmCiMVm,47
Quentro,Reggaeton (Origen: perreo),Canción,Perreo,2024,2FXVpbS6z7ctOV55h9ozCZ,6sx32X0E7IXfWLH3ldmNd4,52
