Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad,Nombre_Album,Año_Lanzamiento_Album,Artista_Principal_Album,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Dizzy K Falola,funk (Origen: classic funk),Canción,Baby Kilode,2010,0PYDivZavH4ndRJB6E5iUu,0Vhl9WUTA5hBUWy6L6MsmQ,16,"Ivory Music Classics, Vol. 2",2010,Various Artists,"Dizzy K Falola (born Kunle Falola) is a London-based Nigerian singer, currently performing as a gospel artist, but is perhaps best known as a former eighties pop star, famed for the hit ""Baby Kilode"".
Dizzy K Falola became a household name as a professional secular musician under EMI/HMV and latert turned Pastor and Preacher when he encountered Jesus Christ. He has since released eight gospel albums to date.Write something about Dizzy K.
 <a href=""https://www.last.fm/music/Dizzy+K+Falola"">Read more on Last.fm</a>",8656,3958
Panaphonic,funk (Origen: classic funk),Canción,Espuma bossa - Classic Version,2010,655LUAinYGuSX6YtT671NA,7i6G1jpk1cJhrA02UShgT1,3,Sunrise Light,2010,Panaphonic,"The PANAPHONIC project was born some years ago as a result of the ROBY J.C. playroom. During the last few years he dedicated most of the time creating the new barrio jazz gang album, just released these days, together with Steve Micarelli. At the same time he found the time to create his first solo album ""Sunrise Light"", a collection of his latest studio works where the artist produces innovative experimental sounds. In this project, ROBY brings together musical elements from around the planet and mixes them together <a href=""https://www.last.fm/music/Panaphonic"">Read more on Last.fm</a>",76023,13445
Mr. 40Fo Phantom,funk (Origen: classic funk),Canción,G Funk - Smoked Out Dedication,2010,7D5EhBIccqnzLQAT2m2xuF,1KLvpUNYNkkTRYp19YBbCE,0,Kingpin Muzik - Das Album (Classic Edition),2010,Mr. 40Fo Phantom," <a href=""https://www.last.fm/music/MR.+40FO+PHANTOM"">Read more on Last.fm</a>",56,15
Funky Junction,funk (Origen: classic funk),Canción,Planet E2 - The White Label Mix,2010,0OsifbeaaGydXS8fF3kKDa,4MS3Ut21HbhqLEhFiHYlra,1,Funky Junction Classics Club Anthems,2010,Various Artists,"Back in 1972, Phil Lynott of Thin Lizzy made a tribute album to Deep Purple with Eric Bell, Brian Downey, Benny White and Dave Lennox. They called that project Funky Junction. <a href=""https://www.last.fm/music/Funky+Junction"">Read more on Last.fm</a>",11838,2396
Sonus Brass Ensemble,funk (Origen: classic funk),Canción,Funky Wall,2010,4QwHAX1RbXTEUZCYHNYPsz,4Bi8HJXwTPXMeWZBAOeBOb,0,Insieme,2010,Sonus Brass Ensemble," <a href=""https://www.last.fm/music/Sonus+Brass+Ensemble"">Read more on Last.fm</a>",55,13
Los Charly's Orchestra,funk (Origen: classic funk),Canción,Swinging To The Bass - Classic Disco Venrsio,2010,5veEKyPl2GK8fTEihy4UQA,7JTUBOR3AwwnJ4XC19z0gw,2,Chicano Disco Funk,2010,Los Charly's Orchestra,"Music project created by the two Venezuelans producers Juan Laya & Jorge Montiel. Combining a retro but still modern sounding style, Los Charly’s Orchestra are characterize by creating a feeling that blends the Disco, Funk & Soul of the 70's from a Latin perspective. The duo has worked in collaborations with some artists of the top scene, such as: Xantoné Blacq, Noel Mckoy, Rotimo Soul, Matheus Nova, Tom Nowak, Kenny Barry, Dj Joey Negro, Paul Batik <a href=""https://www.last.fm/music/Los+Charly%27s+Orchestra"">Read more on Last.fm</a>",54125,10116
Shawn Lee's Ping Pong Orchestra,funk (Origen: classic funk),Canción,Dance of the Sugar Plum Fairy,2010,4iuSoDXoLtZ7ia5JUsfzcJ,1grN7ncBYr2BCQwTQZ1XBo,22,Hooked up Classics,2010,Shawn Lee's Ping Pong Orchestra,"Shawn Lee's Ping Pong Orchestra is a project by multi-instrumentalist shawn lee whose current touring band project is called AM & Shawn Lee. 

Shawn grew up in a rural area on the outskirts of Wichita, Kansas. His mother is half Lebanese, half American Indian, his father Irish-American. While his peers got off on cheesy corporate rock and the kind of line-dancing tunes recently fashionable in Gap ads, Shawn was groovin to the blaxploitation funk Sly and the Isleys. <a href=""https://www.last.fm/music/Shawn+Lee%27s+Ping+Pong+Orchestra"">Read more on Last.fm</a>",2197675,186776
The Funk Factor,funk (Origen: classic funk),Canción,Give It What Cha Got (feat. JazShop),2010,01rjRWnmBxIbKzDdgZHHyv,3LBGrb1EDUIxpCO5f4hNWr,0,"Classic Detroit Style R&B, Vol. 2 - Singles",2010,The Funk Factor & Forte," <a href=""https://www.last.fm/music/The+Funk+Factor"">Read more on Last.fm</a>",248,69
Funk Hit Band,funk (Origen: classic funk),Canción,Thats The Way (I Like It),2010,5NYUGM4wUQRyUBJR5pt08t,4AGgsJ7GXSvnCaZ7kWhDSt,5,Classic Funk Music,2010,Funk Hit Band," <a href=""https://www.last.fm/music/Funk+Hit+Band"">Read more on Last.fm</a>",827,258
"MIDI, MIX & SOUL",funk (Origen: classic funk),Canción,bitis & pieces - Funky Junction Old School Dub,2010,1bhR9gJgNk6YVet40KyHKL,4MS3Ut21HbhqLEhFiHYlra,0,Funky Junction Classics Club Anthems,2010,Various Artists," <a href=""https://www.last.fm/music/MIDI,+MIX+&+SOUL"">Read more on Last.fm</a>",1,1
Soul Cola,funk (Origen: classic funk),Canción,In Luv - SC Classic Funked Up Dub,2010,3u3J8eXuJiKwSZbTCRtFQh,58IR2Lg5enBQjlUMCgRfRA,0,In Luv,2010,Soul Cola," <a href=""https://www.last.fm/music/Soul+Cola"">Read more on Last.fm</a>",2492,608
Inaya Day,funk (Origen: classic funk),Canción,Til the Morning Comes - Funkellers Classic Dub Mix,2010,4q7K9WPgp4igrGXhjozggx,7r7VhKiAACfsNVr6ppDkq0,0,Til the Morning Comes,2010,Inaya Day,"Inaya Day (born Inaya Davis, January 17, 1977, New York) is an American singer. Inaya Day began singing in church as a young child, where she got her first experience in performing. She attended the prestigious High School of Music and the Performing Arts, and went on to study musical theater at the University of Bridgeport in Bridgeport, Connecticut. Day has also appeared on Broadway, notably as understudy to Stephanie Mills as ""Dorothy"" in The Wiz, and stepped into the lead role in Washington, D.C. and St. Louis, Missouri. <a href=""https://www.last.fm/music/Inaya+Day"">Read more on Last.fm</a>",255089,55192
Inaya Day,funk (Origen: classic funk),Canción,Til the Morning Comes - Funkellers Classic Dub Mix,2010,2YXPOTMMqxmtjj1EGErLzb,5P6IOOO2biH2H28qVludaL,0,Til the Morning Comes,2010,Inaya Day,"Inaya Day (born Inaya Davis, January 17, 1977, New York) is an American singer. Inaya Day began singing in church as a young child, where she got her first experience in performing. She attended the prestigious High School of Music and the Performing Arts, and went on to study musical theater at the University of Bridgeport in Bridgeport, Connecticut. Day has also appeared on Broadway, notably as understudy to Stephanie Mills as ""Dorothy"" in The Wiz, and stepped into the lead role in Washington, D.C. and St. Louis, Missouri. <a href=""https://www.last.fm/music/Inaya+Day"">Read more on Last.fm</a>",255089,55192
Funky Junction,funk (Origen: classic funk),Canción,Give To Me - Funky Junction Re-worked Anthem Mix,2010,6V6dhQFZHfASI45CI5fet7,4MS3Ut21HbhqLEhFiHYlra,0,Funky Junction Classics Club Anthems,2010,Various Artists,"Back in 1972, Phil Lynott of Thin Lizzy made a tribute album to Deep Purple with Eric Bell, Brian Downey, Benny White and Dave Lennox. They called that project Funky Junction. <a href=""https://www.last.fm/music/Funky+Junction"">Read more on Last.fm</a>",11838,2396
Inaya Day,funk (Origen: classic funk),Canción,Til the Morning Comes - Funkellers Classic Vocal Mix,2010,3fvPhOJJIN4814eDquEAtT,5P6IOOO2biH2H28qVludaL,0,Til the Morning Comes,2010,Inaya Day,"Inaya Day (born Inaya Davis, January 17, 1977, New York) is an American singer. Inaya Day began singing in church as a young child, where she got her first experience in performing. She attended the prestigious High School of Music and the Performing Arts, and went on to study musical theater at the University of Bridgeport in Bridgeport, Connecticut. Day has also appeared on Broadway, notably as understudy to Stephanie Mills as ""Dorothy"" in The Wiz, and stepped into the lead role in Washington, D.C. and St. Louis, Missouri. <a href=""https://www.last.fm/music/Inaya+Day"">Read more on Last.fm</a>",255089,55192
Inaya Day,funk (Origen: classic funk),Canción,Til the Morning Comes - Funkellers Classic Vocal Mix,2010,42ZGV5ujPrnKHi8Sc3mq3n,7r7VhKiAACfsNVr6ppDkq0,0,Til the Morning Comes,2010,Inaya Day,"Inaya Day (born Inaya Davis, January 17, 1977, New York) is an American singer. Inaya Day began singing in church as a young child, where she got her first experience in performing. She attended the prestigious High School of Music and the Performing Arts, and went on to study musical theater at the University of Bridgeport in Bridgeport, Connecticut. Day has also appeared on Broadway, notably as understudy to Stephanie Mills as ""Dorothy"" in The Wiz, and stepped into the lead role in Washington, D.C. and St. Louis, Missouri. <a href=""https://www.last.fm/music/Inaya+Day"">Read more on Last.fm</a>",255089,55192
Jason Phats,funk (Origen: classic funk),Canción,Funkyseptoplasty - Classic Mix,2010,5a853zWrtEBPSdIgxkMc5p,7gA1tFbn5yvtXHuUaAm84v,0,Funkyseptoplasty,2010,Jason Phats," <a href=""https://www.last.fm/music/Jason+Phats"">Read more on Last.fm</a>",7479,2092
Funky Junction,funk (Origen: classic funk),Canción,The Sample (Let's get Jazzy) [feat. KC Flightt] - FC Nond Remix,2010,1EdI6XGgdNgjR28bo3SdU4,4MS3Ut21HbhqLEhFiHYlra,0,Funky Junction Classics Club Anthems,2010,Various Artists,"Back in 1972, Phil Lynott of Thin Lizzy made a tribute album to Deep Purple with Eric Bell, Brian Downey, Benny White and Dave Lennox. They called that project Funky Junction. <a href=""https://www.last.fm/music/Funky+Junction"">Read more on Last.fm</a>",11838,2396
The Brothers Johnson,funk (Origen: classic funk),Canción,Strawberry Letter 23 (Re-Recorded / Remastered),2010,4lqIWiJGhxjV4ZAjUStDxp,50U5dNbR3l7mQm78XnlGTq,15,Strawberry Letter 23 (Re-Recorded / Remastered),2010,The Brothers Johnson,"A top group of the funk & disco era, this guitar & bass playing duo featured two brothers, and in 1977 their single Strawberry Letter 23 ( written by Shuggie Otis) was a top hit on the Pop and R&B charts. In 1980 their single Stomp! was another huge hit, reaching #1, and appearing on the album ""Light Up The Night"" which itself rose to number 5 on the Billboard album charts, being mentioned as number 46 on the year end  ""Top 100 LPs of 1980"" list in Rolling Stone Magazine. <a href=""https://www.last.fm/music/+noredirect/The+Brothers+Johnson"">Read more on Last.fm</a>",2957297,413380
Pyotr Ilyich Tchaikovsky,funk (Origen: classic funk),Canción,"Concerto for Violin and Orchestra in D Major, op. 35: II. Canzonetta - Andante",2010,1FlhWtVfnczuksv1tPRH8A,3JhLUtOaAgJxEiXPHKbiMV,0,Classics in Heaven - Moments of Peace (In Harmony with Classical Music),2010,Various Artists,"Pyotr Ilyich Tchaikovsky (Russian: Пётр Ильич Чайковский) (7th May 1840-6th November 1893; Old Style 25th April 1840–25th October 1893) was a Russian composer. He wrote some of the world's most popular concert and theatrical music in the current classical repertoire, including the ballets Swan Lake and The Nutcracker, the 1812 Overture, his First Piano Concerto, several symphonies, and the opera Eugene Onegin. His names are also transliterated Piotr <a href=""https://www.last.fm/music/Pyotr+Ilyich+Tchaikovsky"">Read more on Last.fm</a>",37423811,1923384
Mr. Eric & Mr. Michael,funk (Origen: classic funk),Canción,Head Shoulders Knees & Toes (Classic Funk),2010,5bOkQEh5R9w6B39Y5y3O3c,4lulmFYNp40YBBeM2Dh73h,6,Bouncy Blue from the Learning Groove,2010,Mr. Eric & Mr. Michael," <a href=""https://www.last.fm/music/Mr.+Eric+&+Mr.+Michael"">Read more on Last.fm</a>",25987,5052
DEEPSYSTEM,funk (Origen: deep funk),Canción,Feeling Funky - Radio Edit,2010,5rXG7Z0Cq2a2XZ2tM0xEsc,4fecUxh5NyRwFEYZuErp2r,15,The Dance Machine,2010,DEEPSYSTEM,"Deep System

A meteoric climb to success is something that most artists dream of, but few enjoy. Even fewer artists get to have any type of control of that rise, or how long the success lasts. “Deep System” is an artist that is still enjoying the ride, and reaping the benefits along the way. 

At the age of 16, Deep System (known then only as Andrei S.) got his start as a club mc and hip-hop artist.  During this time, he released 4 mix tapes. <a href=""https://www.last.fm/music/DeepSystem"">Read more on Last.fm</a>",31048,4171
Funkda,funk (Origen: deep funk),Canción,Deeper And Deeper,2010,1CArfA4l3aKhRGKWPWhhpr,6INRjwYdTXwrwdPkhe6Q6R,0,The Vibe / Deeper And Deeper,2010,Funkda," <a href=""https://www.last.fm/music/Funkda"">Read more on Last.fm</a>",3541,644
Andru Pozzatron,funk (Origen: deep funk),Canción,Funk That,2010,6UBTqUxEuJofdf8upEiVgQ,3F9ssS4ZID49AxfsA354K4,0,Funk That,2010,Andru Pozzatron,"Influenced and inspired by the hip hop and dance music of the nineties and harboring a slight obsession with robots, Andru Pozzatron is quickly rising to the top of the pool of emerging, cutting-edge dance music DJs and producers. “I think that my attraction to house music is partially due to its ability to bring you out of any funk and my tracks are simply a reflection of this,” Andru says. “I make music to make people dance.”
 
And dance they do. <a href=""https://www.last.fm/music/Andru+Pozzatron"">Read more on Last.fm</a>",916,319
Funky Harry,funk (Origen: deep funk),Canción,Deep & Wet,2010,2PMXAmffOmg04PNMjttkjw,1rnRTfvtMBcm0kAG4Z6Aqm,0,Think About Me,2010,Funky Harry," <a href=""https://www.last.fm/music/Funky+Harry"">Read more on Last.fm</a>",381,90
DJ Lopo,funk (Origen: deep funk),Canción,Funky Mood,2010,515DuekzNxE9XXaedlaiFs,7xQFDtgkj46s0p1X6PpIYh,0,Deep Trip Of House Beat,2010,DJ Lopo," <a href=""https://www.last.fm/music/DJ+Lopo"">Read more on Last.fm</a>",970,322
Raoul French,funk (Origen: deep funk),Canción,Funktion Two,2010,3qf1ESb5wFQTuCQnyULPS0,1HemgYPfGVxqUC69KgINIB,0,Deeptronics EP,2010,Raoul French,"Raoul French 

House & Techno specialist.

Raoul French is one dance music's new breed of entrepreneurs, his sound truly comes from the underground through being a time served apprentice.Being raised in a musical family he learned to play the keyboard and drums from a early age. Around 1991 he started to get into electronic dance music being caught up in the whole rave scene which was sweeping the nation. It was at this time Raoul began to buy vinyl and learnt the art off real djing. <a href=""https://www.last.fm/music/Raoul+French"">Read more on Last.fm</a>",300,152
Mike Turk,funk (Origen: deep funk),Canción,Funk in Deep Freeze,2010,5FF3uJZk9pZ6txuXhh0aIS,5g3g8GXpBZYpXSxVsw7Mcd,0,The Italian Job,2010,Mike Turk," <a href=""https://www.last.fm/music/Mike+Turk"">Read more on Last.fm</a>",1617,151
Hod O'Brien,funk (Origen: deep funk),Canción,Funk In Deep Freeze,2010,31LHhXoYoNlYrDjPrdcOYC,6nn8ADgypQJmI8LYkysVar,0,Solo For Chet,2010,Hod O'Brien,"Walter Howard ""Hod"" O'Brien (January 19, 1936 in Chicago – November 20, 2016) was an American jazz pianist.

O'Brien attended The Hotchkiss School and then studied at the Oberlin Conservatory and at the Manhattan School of Music (1954–57). He began playing professionally in 1950, and substituted for Randy Weston in 1955. He led his own group in Lenox, Massachusetts during 1956–57, then joined Oscar Pettiford in 1957–58, and J.R. Monterose/Elvin Jones in 1958–59. <a href=""https://www.last.fm/music/Hod+O%27brien"">Read more on Last.fm</a>",3536,541
Miquel Casany & Arturo Serra,funk (Origen: deep funk),Canción,Funk in Deep Freeze,2010,0Z6k0RxrXT7BhMfjBK7uKo,1tf5yIjHK3cUJMWrDnVNZx,0,Black Narcissus,2010,Miquel Casany & Arturo Serra," <a href=""https://www.last.fm/music/Miquel+Casany+&+Arturo+Serra"">Read more on Last.fm</a>",116,42
Toni Traus Composer,funk (Origen: deep funk),Canción,Funky Chill Experience,2010,0HTUieeblQm9iWqkWAhLzh,4YjEivFJ6E7arRhmRrBo8D,0,Deep House & Chill Out,2010,Toni Traus Composer,N/A,0,0
Daniele Ravaioli,funk (Origen: deep funk),Canción,Deep Inside Me - Funky House Mix,2010,62xTbn0qWpd4QHQhSSocuX,0GOqtU0IjoJ4lzGoN2OAQ4,0,Deep Inside Me - Single (House Funk Mix),2010,Daniele Ravaioli,"Daniele Ravaioli – Producer Artsits Manager In 1986 the passion of the deejay explodes in me, immediately introducing the use of the sampler in live performances, an absolute novelty then emerging. This makes me discover the world of music production. After moving to Rome my DJ Producer activity is very prolific: I divide the consoles of Goa, Akab and Alibi, with Roman DJs including Andrea Torre, Marco Trani, Farfa. I collaborate with radio programs in the capital (Radio Centro Suono <a href=""https://www.last.fm/music/Daniele+Ravaioli"">Read more on Last.fm</a>",1299,469
Julius Papp,funk (Origen: deep funk),Canción,Pacific State,2010,32Jxvfqe0GErg5HOsnloFz,5e5RpLVR1h4ALLwwIQUehA,0,Abstract Latin Journey (Mixed by Julius Papp),2010,Julius Papp,"Julius Papp is a house music producer and DJ whose roots lie in Disco of the '70s and New Wave of the '80s.

He blends various styles together (including Latin, Afro, Disco, Jazz) with such fluidity that it is difficult at times to put a defining stamp on his sound. Contributing to that is his willingness to take a chance. He always tries to push the envelope by introducing music that may or may not go over well, but feels deserves the exposure. He takes his audience on a musical journey with various mood and energy changes. <a href=""https://www.last.fm/music/Julius+Papp"">Read more on Last.fm</a>",187896,41887
