Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Sauver,Reggaeton (Origen: Rock Alternativo),Canción,Danos do Tempo,2010,5fYekWA78GSYs7VRSaCn8d,2Obmn28Ct3df2oneMaHqjG,0," <a href=""https://www.last.fm/music/sauver"">Read more on Last.fm</a>",49,7
Sabonetes,Reggaeton (Origen: Rock Alternativo),Canción,Hora De Partir (Acústica),2010,4xExwtA505VhjZojegaldG,3amcMLpLtbwyD7hlDh8kSs,0,"Sabonetes are Alexandre (drums),  Wonder (guitar), Artur (vocals, guitar) and João Davi (bass). They are an indie rock band from Curitiba, southern Brazil.  <a href=""https://www.last.fm/music/Sabonetes"">Read more on Last.fm</a>",789408,26637
Trestrece,Reggaeton (Origen: Rock Alternativo),Canción,Sólo El Tiempo - Acústica,2010,5T9fko4jpvl6BQKmCYQ2Rm,3tZsFRLIKNS1ViZtpyyr9i,0," <a href=""https://www.last.fm/music/Trestrece"">Read more on Last.fm</a>",10427,1168
Sancamaleon,Reggaeton (Origen: Rock Alternativo),Canción,Un Ojo en el Cielo,2010,0wyk9TgfRhbfCP2HeE5Zav,5iq3CD9M1vQcK5GAG7JrHi,2,"Sancamaleón nace a mediados del '99, como un sexteto que une ska, ritmos afro latinos, hardcore, samba y jazz. A mediados de 2000, su primer demo llega a manos del ex Soda Stereo Zeta Bossio, que los selecciona para integrar un compilado.

En 2001 editan su primer EP con cinco temas, de manera independiente, y filmaron el video de ""El Camino"", que consiguió mucha rotación canales de música.

A comienzos del 2002, luego de una gira por el interior del país <a href=""https://www.last.fm/music/sancamaleon"">Read more on Last.fm</a>",48474,2143
Sauver,Reggaeton (Origen: Rock Alternativo),Canción,Voz do Silêncio,2010,3IzW1GT8MpeQsuX7fWJ6yB,2Obmn28Ct3df2oneMaHqjG,0," <a href=""https://www.last.fm/music/sauver"">Read more on Last.fm</a>",49,7
Sauver,Reggaeton (Origen: Rock Alternativo),Canción,Algum Lugar,2010,4pHipx5gq1E56dIMXU49tv,2Obmn28Ct3df2oneMaHqjG,0," <a href=""https://www.last.fm/music/sauver"">Read more on Last.fm</a>",49,7
Sauver,Reggaeton (Origen: Rock Alternativo),Canción,Incógnita,2010,4hIOXrtTeCcmhWrgsSfWvF,2Obmn28Ct3df2oneMaHqjG,0," <a href=""https://www.last.fm/music/sauver"">Read more on Last.fm</a>",49,7
Sauver,Reggaeton (Origen: Rock Alternativo),Canción,Crazy,2010,3WpyXFTR27Mj1i6WSwqByK,2Obmn28Ct3df2oneMaHqjG,0," <a href=""https://www.last.fm/music/sauver"">Read more on Last.fm</a>",49,7
Sauver,Reggaeton (Origen: Rock Alternativo),Canción,Olhos Vendados,2010,6cLcf6ONL7PuxpIPN9S3Jz,2Obmn28Ct3df2oneMaHqjG,0," <a href=""https://www.last.fm/music/sauver"">Read more on Last.fm</a>",49,7
Sauver,Reggaeton (Origen: Rock Alternativo),Canción,Love Is Gone,2010,5jfomC6ldPMrvIYEvL6B3V,2Obmn28Ct3df2oneMaHqjG,0," <a href=""https://www.last.fm/music/sauver"">Read more on Last.fm</a>",49,7
Sauver,Reggaeton (Origen: Rock Alternativo),Canción,Recomeço,2010,04oW08mj8OIOCUmwLvQJyy,2Obmn28Ct3df2oneMaHqjG,0," <a href=""https://www.last.fm/music/sauver"">Read more on Last.fm</a>",49,7
Sancamaleon,Reggaeton (Origen: Rock Alternativo),Canción,Paranoia del fin del Mundo,2010,1tMKYVN7jzQT9UDhOBbS1B,5iq3CD9M1vQcK5GAG7JrHi,1,"Sancamaleón nace a mediados del '99, como un sexteto que une ska, ritmos afro latinos, hardcore, samba y jazz. A mediados de 2000, su primer demo llega a manos del ex Soda Stereo Zeta Bossio, que los selecciona para integrar un compilado.

En 2001 editan su primer EP con cinco temas, de manera independiente, y filmaron el video de ""El Camino"", que consiguió mucha rotación canales de música.

A comienzos del 2002, luego de una gira por el interior del país <a href=""https://www.last.fm/music/sancamaleon"">Read more on Last.fm</a>",48474,2143
Sauver,Reggaeton (Origen: Rock Alternativo),Canción,Last Song 2,2010,1MTLKryNp8uOCniPNtOHKD,2Obmn28Ct3df2oneMaHqjG,0," <a href=""https://www.last.fm/music/sauver"">Read more on Last.fm</a>",49,7
Sauver,Reggaeton (Origen: Rock Alternativo),Canción,Bichos Escrotos,2010,4I9HJyoxONjThhsnZ4Xvhm,2Obmn28Ct3df2oneMaHqjG,0," <a href=""https://www.last.fm/music/sauver"">Read more on Last.fm</a>",49,7
Sauver,Reggaeton (Origen: Rock Alternativo),Canción,Miragem,2010,4dnCkWXXZnDiLjXzkjEfqD,2Obmn28Ct3df2oneMaHqjG,0," <a href=""https://www.last.fm/music/sauver"">Read more on Last.fm</a>",49,7
Sauver,Reggaeton (Origen: Rock Alternativo),Canción,Last Song,2010,2J7figqo252wIPjBCi5KzJ,2Obmn28Ct3df2oneMaHqjG,0," <a href=""https://www.last.fm/music/sauver"">Read more on Last.fm</a>",49,7
Sauver,Reggaeton (Origen: Rock Alternativo),Canción,Escolhas,2010,3MIRe8k58IEtAFuFY0rOK8,2Obmn28Ct3df2oneMaHqjG,0," <a href=""https://www.last.fm/music/sauver"">Read more on Last.fm</a>",49,7
Trestrece,Reggaeton (Origen: Rock Alternativo),Canción,Un Mundo Nuevo - Acústica,2010,4Ad1MQcJpSdPhj0ClPj3L4,3tZsFRLIKNS1ViZtpyyr9i,0," <a href=""https://www.last.fm/music/Trestrece"">Read more on Last.fm</a>",10427,1168
Sabonetes,Reggaeton (Origen: Rock Alternativo),Canción,Mais Uma Vez,2010,4gQHEIH22b2sxgBjzC8vUd,3amcMLpLtbwyD7hlDh8kSs,0,"Sabonetes are Alexandre (drums),  Wonder (guitar), Artur (vocals, guitar) and João Davi (bass). They are an indie rock band from Curitiba, southern Brazil.  <a href=""https://www.last.fm/music/Sabonetes"">Read more on Last.fm</a>",789408,26637
KekoYoma,Reggaeton (Origen: Rock Alternativo),Canción,Bienvenidos al Sur - Alternativo,2010,6C9LETQLXxchGW3jfCvamR,3kMLNFtD0JY3b8wlyx62Yi,0," <a href=""https://www.last.fm/music/kekoyoma"">Read more on Last.fm</a>",2256,350
Sancamaleon,Reggaeton (Origen: Rock Alternativo),Canción,1988,2010,2Ek7XYRGs53ZUchZN1hLYG,5iq3CD9M1vQcK5GAG7JrHi,2,"Sancamaleón nace a mediados del '99, como un sexteto que une ska, ritmos afro latinos, hardcore, samba y jazz. A mediados de 2000, su primer demo llega a manos del ex Soda Stereo Zeta Bossio, que los selecciona para integrar un compilado.

En 2001 editan su primer EP con cinco temas, de manera independiente, y filmaron el video de ""El Camino"", que consiguió mucha rotación canales de música.

A comienzos del 2002, luego de una gira por el interior del país <a href=""https://www.last.fm/music/sancamaleon"">Read more on Last.fm</a>",48474,2143
Sancamaleon,Reggaeton (Origen: Rock Alternativo),Canción,Afuera,2010,7wrrIE9Nz1Up0P8aGjUykk,5iq3CD9M1vQcK5GAG7JrHi,3,"Sancamaleón nace a mediados del '99, como un sexteto que une ska, ritmos afro latinos, hardcore, samba y jazz. A mediados de 2000, su primer demo llega a manos del ex Soda Stereo Zeta Bossio, que los selecciona para integrar un compilado.

En 2001 editan su primer EP con cinco temas, de manera independiente, y filmaron el video de ""El Camino"", que consiguió mucha rotación canales de música.

A comienzos del 2002, luego de una gira por el interior del país <a href=""https://www.last.fm/music/sancamaleon"">Read more on Last.fm</a>",48474,2143
Trestrece,Reggaeton (Origen: Rock Alternativo),Canción,Medio del Mar - Acústica,2010,7MsPrD43CznlEj04sVvoBJ,3tZsFRLIKNS1ViZtpyyr9i,0," <a href=""https://www.last.fm/music/Trestrece"">Read more on Last.fm</a>",10427,1168
Trestrece,Reggaeton (Origen: Rock Alternativo),Canción,Dulce Incógnita,2010,71k1fxTmGQgcTqtmcDCFLQ,3tZsFRLIKNS1ViZtpyyr9i,0," <a href=""https://www.last.fm/music/Trestrece"">Read more on Last.fm</a>",10427,1168
Zoé,Reggaeton (Origen: Rock Alternativo),Canción,Love,2010,5DwVgeMyBDj8H34Ecm5raa,1QOVPH6w0xGNyZF2KPIzEd,37,"There are, at least, three artists known as Zoé: 1) A Mexican rock band. 2) An aka of Zoë Pollock (also, aka Zoë). 3) A French-speaking variétés françaises singer.

1) A Mexican rock band, that's not not afraid of experimenting, with a modern sound, an eclectic style, some British influences & overall, their music's sophisticated without loss of rock energy. Their lyrics cover many subjects / feelings, with the same level of sophistication that their music shows, plus honesty. <a href=""https://www.last.fm/music/+noredirect/Zo%C3%A9"">Read more on Last.fm</a>",26591906,458685
Sabonetes,Reggaeton (Origen: Rock Alternativo),Canción,Marcapágina,2010,3660XrmBzQ70wTHI5N3inB,3amcMLpLtbwyD7hlDh8kSs,0,"Sabonetes are Alexandre (drums),  Wonder (guitar), Artur (vocals, guitar) and João Davi (bass). They are an indie rock band from Curitiba, southern Brazil.  <a href=""https://www.last.fm/music/Sabonetes"">Read more on Last.fm</a>",789408,26637
The Rebels,Reggaeton (Origen: Rock Alternativo),Canción,Everybody Should Love You,2010,27ydLvVGWn7cX9h2TkIXBW,4RKOVdSEttAy3F4OPpWgxj,0,"1) The Rebels were a surf rock band from Buffalo, NY.  They were also known as The Rockin' Rebels.  The Rebels formed in 1958.  They recorded their most known well known song Wild Weekend in 1962.  The original band consisted of Jim and Mick Kipler, Tom Gorman and Paul Balon.

2) The Rebels were a 60's garage rock band from Iran.
Before Prince formed The Time, he considered using his backing band as a side-project called The Rebels. The 1979 project was a group effort, with songs being written and sung by the various members. <a href=""https://www.last.fm/music/The+RebelS"">Read more on Last.fm</a>",57633,10606
Black Drawing Chalks,Reggaeton (Origen: Rock Alternativo),Canción,Intro,2010,072Hr4MHnhA0CWP63fWzy3,7ADRrzmnr8RBPtSgX3AZYD,0,"Black Drawing Chalks is a Brazilian hard rock/stoner rock founded in the city of Goiânia, Brazil in 2005. Its members are Victor Rocha as guitarist/vocalist, Renato Cunha as guitarist, Dênis de Castro as bass guitarist and Douglas de Castro as drummer.

The name came from a German trademark of drawing material, which was of great influence in the life of the band members.

In 2007, they released their debut album, Big Deal, on the label Monstro Discos. <a href=""https://www.last.fm/music/Black+Drawing+Chalks"">Read more on Last.fm</a>",1530695,31142
Sancamaleon,Reggaeton (Origen: Rock Alternativo),Canción,Todos los Caminos (feat. Fede Cabral),2010,4wGEbYhXCvP32ExkjzjTK3,5iq3CD9M1vQcK5GAG7JrHi,5,"Sancamaleón nace a mediados del '99, como un sexteto que une ska, ritmos afro latinos, hardcore, samba y jazz. A mediados de 2000, su primer demo llega a manos del ex Soda Stereo Zeta Bossio, que los selecciona para integrar un compilado.

En 2001 editan su primer EP con cinco temas, de manera independiente, y filmaron el video de ""El Camino"", que consiguió mucha rotación canales de música.

A comienzos del 2002, luego de una gira por el interior del país <a href=""https://www.last.fm/music/sancamaleon"">Read more on Last.fm</a>",48474,2143
Trestrece,Reggaeton (Origen: Rock Alternativo),Canción,Cuando la Realidad se Impone - Acústica,2010,6Lpc8qjFgrcoRD7vw46EOt,3tZsFRLIKNS1ViZtpyyr9i,0," <a href=""https://www.last.fm/music/Trestrece"">Read more on Last.fm</a>",10427,1168
The Naked And Famous,Reggaeton (Origen: indie),Canción,Punching In A Dream,2010,5PtEpuVX03k9bOUwilL5EO,5ImvJCAX33Pt2XGMaYaMia,64,"The Naked and Famous is a two piece indie band hailing from Auckland, New Zealand, now based out of Los Angeles, California. The band comprises Thomas Powers, Alisa Xayalith, Aaron Short, David Beadle and Jesse Wood, with Powers and Xayalith being the two current active members. According to the Young Blood Songfacts, they took the name from a line in UK trip hop singer-songwriter Tricky's track, Tricky Kid.

After their initial formation in 2008 <a href=""https://www.last.fm/music/The+Naked+and+Famous"">Read more on Last.fm</a>",33847418,1256433
LCD Soundsystem,Reggaeton (Origen: indie),Canción,Dance Yrself Clean,2010,2cmRpmO04TLaKPzmAzySYZ,4hnqM0JK4CM1phwfq1Ldyz,66,"
LCD Soundsystem is the musical project of producer James Murphy, co-founder of dance-punk label DFA Records. Formed in 2001 in New York City, New York, United States, the music of LCD Soundsystem can also be described as a mix of alternative dance and post punk, along with elements of disco and other styles. 

During the band's final years, Murphy was accompanied by Al Doyle (guitar, percussion -- also of Hot Chip), Tyler Pope (!!! / Out Hud) (bass), Nancy Whang (keyboards) and Pat Mahoney (drums). <a href=""https://www.last.fm/music/LCD+Soundsystem"">Read more on Last.fm</a>",92714306,2386543
The Naked And Famous,Reggaeton (Origen: indie),Canción,Young Blood,2010,25nzKGDiua1lE9Qo5V19GL,5ImvJCAX33Pt2XGMaYaMia,69,"The Naked and Famous is a two piece indie band hailing from Auckland, New Zealand, now based out of Los Angeles, California. The band comprises Thomas Powers, Alisa Xayalith, Aaron Short, David Beadle and Jesse Wood, with Powers and Xayalith being the two current active members. According to the Young Blood Songfacts, they took the name from a line in UK trip hop singer-songwriter Tricky's track, Tricky Kid.

After their initial formation in 2008 <a href=""https://www.last.fm/music/The+Naked+and+Famous"">Read more on Last.fm</a>",33847418,1256433
Supersubmarina,Reggaeton (Origen: indie),Canción,Ola De Calor,2010,6r5U58FCjV9JjBEXvszeOw,3LYJiRx2vxocmtxikxcnKN,32,"Supersubmarina is a Spanish indie pop-rock band from Baeza (Jaen). <a href=""https://www.last.fm/music/Supersubmarina"">Read more on Last.fm</a>",3004060,70914
The Tallest Man On Earth,Reggaeton (Origen: indie),Canción,Love is All,2010,3QGFHhGxUDtPAhdipwSrpl,35ePiX5vGMFyRY2x909JRV,56,"Kristian Matsson (born 30 April 1983) is a singer-songwriter from Dalarna, Sweden, who performs under the stage name of The Tallest Man on Earth. Matsson grew up in Leksand, and began his solo career in 2006, having previously been the lead singer of the indie band Montezumas. His music has often drawn comparisons to the music of Bob Dylan.

Since 2006, Matsson has released four full-length albums and two EPs. He records and produces these in his home, and usually records his voice and guitar together on one track. <a href=""https://www.last.fm/music/The+Tallest+Man+on+Earth"">Read more on Last.fm</a>",41914209,1120989
Arcade Fire,Reggaeton (Origen: indie),Canción,Sprawl II (Mountains Beyond Mountains),2010,0epAG0WWRlDMsMFJiE5c6I,0gkUcpkyW2SXN49Yktkf6F,59,"Arcade Fire is a Canadian indie rock band formed in Montreal, Quebec, Canada in 2001. The band consists of Win Butler (vocals, guitar, piano), Régine Chassagne (vocals, accordion, keyboards, hurdy gurdy, drums), Richard Reed Parry (bass, guitar), Tim Kingsbury (bass), and Jeremy Gara (drums). Montreal percussionist Dane Mills performed on the EP and in early live shows.  Will Butler (keyboards, guitar) left the band in 2022 to focus on his solo career. The touring band includes horn players and violinists. <a href=""https://www.last.fm/music/Arcade+Fire"">Read more on Last.fm</a>",222581489,3064291
La Habitación Roja,Reggaeton (Origen: indie),Canción,Voy a Hacerte Recordar,2010,4eAMfp9wTH35CnI1N9RcB5,2Zt3UfNA2REPlwjsKLTKPX,34,"La Habitación Roja is an indie rock band from Valencia, Spain. The band was initially composed of Jorge Martí and José Marco, but they were soon joined by Juanjo Espinosa as drummer and  Pau Roca on the guitar. The quartet debuted in 1995 with the demo ""Play Pop vol.1"", which placed first in the local music contest ""Circuit Rock"". They are currently under the label Mushroom Pillow and have released several albums:

    * La Habitación Roja (1998) <a href=""https://www.last.fm/music/+noredirect/La+Habitaci%C3%B3n+Roja"">Read more on Last.fm</a>",1620302,83764
